"Member.ID","CrossBetweenness","Start.Date","End.Date","Full.Name","RT.Affiliation"
"MEM0476",0,1959-01-01,1959-12-31,"Stanisław Gebethner","Government"
"MEM0322",92,1959-01-01,1959-12-31,"Krzysztof Gozdek","Government"
"MEM0300",183.999999999997,1959-01-01,1959-12-31,"Jerzy Gruchalski","Government"
"MEM0399",0,1959-01-01,1959-12-31,"Zofia Grzebisz-Nowicka","Government"
"MEM0441",0,1959-01-01,1959-12-31,"Kazimierz Grzesiak","Government"
"MEM0238",0,1959-01-01,1959-12-31,"Marek Hołdakowski","Government"
"MEM0548",102.702976190476,1959-01-01,1959-12-31,"Bogdan Jachacz","Government"
"MEM0419",0,1959-01-01,1959-12-31,"Ryszard Jajszczyk","Government"
"MEM0533",0,1959-01-01,1959-12-31,"Tomasz Langer","Government"
"MEM0534",0,1959-01-01,1959-12-31,"Janusz Łętowski","Government"
"MEM0268",0,1959-01-01,1959-12-31,"Maciej Lubczyński","Government"
"MEM0247",0,1959-01-01,1959-12-31,"Alfred Miodowicz","Government"
"MEM0381",0,1959-01-01,1959-12-31,"Andrzej Naczyński","Government"
"MEM0426",0,1959-01-01,1959-12-31,"Roman Nowicki","Government"
"MEM0311",138,1959-01-01,1959-12-31,"Kazimierz Olesiak","Government"
"MEM0481",0,1959-01-01,1959-12-31,"Kazimierz Orzechowski","Government"
"MEM0348",148.950175070028,1959-01-01,1959-12-31,"Jan Padlewski","Government"
"MEM0281",0,1959-01-01,1959-12-31,"Włodzimierz Piotrowski","Government"
"MEM0428",0,1959-01-01,1959-12-31,"Wiktor Piwkowski","Government"
"MEM0515",0,1959-01-01,1959-12-31,"Emilia Pogonowska-Jucha","Government"
"MEM0482",136,1959-01-01,1959-12-31,"Janusz Reykowski","Government"
"MEM0251",0,1959-01-01,1959-12-31,"Jan Rychlewski","Government"
"MEM0410",0,1959-01-01,1959-12-31,"Barbara Rychlik","Government"
"MEM0517",756.232119514476,1959-01-01,1959-12-31,"Hipolit Starzak","Government"
"MEM0501",0,1959-01-01,1959-12-31,"Roman Szarek","Government"
"MEM0316",0,1959-01-01,1959-12-31,"Władysław Szymański","Government"
"MEM0462",430.430065359476,1959-01-01,1959-12-31,"Jan Waleczek","Government"
"MEM0485",184,1959-01-01,1959-12-31,"Jerzy Wiatr","Government"
"MEM0318",0,1959-01-01,1959-12-31,"Mieczysław Wilczek","Government"
"MEM0256",8.83333333333333,1959-01-01,1959-12-31,"Jan Zaciura","Government"
"MEM0487",78.8494047619053,1959-01-01,1959-12-31,"Sylwester Zawadzki","Government"
"MEM0467",0,1959-01-01,1959-12-31,"Jacek Żochowski","Government"
"MEM0297",46,1959-01-01,1959-12-31,"Władysław Baka","Government"
"MEM0543",96.7325163398693,1959-01-01,1959-12-31,"Julian Bartosz","Government"
"MEM0469",46,1959-01-01,1959-12-31,"Jan Baszkiewicz","Government"
"MEM0394",0,1959-01-01,1959-12-31,"Zbigniew Cierpka","Government"
"MEM0396",0,1959-01-01,1959-12-31,"Jerzy Filipiak","Government"
"MEM0438",0,1959-01-01,1959-12-31,"Karol Gawłowski","Government"
"MEM0236",0,1959-01-01,1959-12-31,"Aleksander Gieysztor","Government"
"MEM0372",0,1959-01-01,1959-12-31,"Marian Gustek","Government"
"MEM0304",459.999999999998,1959-01-01,1959-12-31,"Jan Kołodziejczak","Government"
"MEM0309",98.9000000000003,1959-01-01,1959-12-31,"Józef Okuniewski","Government"
"MEM0313",0,1959-01-01,1959-12-31,"Zdzisław Sadowski","Government"
"MEM0529",0,1959-01-01,1959-12-31,"Alfred Wawrzyniak","Government"
"MEM0257",0,1959-01-01,1959-12-31,"Edward Zgłobicki","Government"
"MEM0508",268,1959-01-01,1959-12-31,"Lucjan Czubiński","Government"
"MEM0510",355.999999999998,1959-01-01,1959-12-31,"Zenon Jankowski","Government"
"MEM0336",0,1959-01-01,1959-12-31,"Władysław Kawecki","Government"
"MEM0378",92,1959-01-01,1959-12-31,"Wacław Kociela","Government"
"MEM0327",10.6166666666667,1959-01-01,1959-12-31,"Zdzisław Krużel","Government"
"MEM0269",0,1959-01-01,1959-12-31,"Stanisław Majewski","Government"
"MEM0312",18.4,1959-01-01,1959-12-31,"Antoni Rajkiewicz","Government"
"MEM0286",275.999999999999,1959-01-01,1959-12-31,"Wacław Rukat","Government"
"MEM0254",0,1959-01-01,1959-12-31,"Romuald Sosnowski","Government"
"MEM0413",0,1959-01-01,1959-12-31,"Jerzy Surman","Government"
"MEM0471",69,1959-01-01,1959-12-31,"Artur Bodnar","Government"
"MEM0334",29.9,1959-01-01,1959-12-31,"Leszek Gilejko","Government"
"MEM0357",0,1959-01-01,1959-12-31,"Bożena Hager-Małecka","Government"
"MEM0291",0,1959-01-01,1959-12-31,"Zbigniew Jagodziński","Government"
"MEM0240",0,1959-01-01,1959-12-31,"Czesław Kiszczak","Government"
"MEM0362",148.950175070028,1959-01-01,1959-12-31,"Włodzimierz Lubański","Government"
"MEM0249",0,1959-01-01,1959-12-31,"Anna Przecławska","Government"
"MEM0314",0,1959-01-01,1959-12-31,"Ireniusz Sekuła","Government"
"MEM0526",0,1959-01-01,1959-12-31,"Wojciech Sokolewicz","Government"
"MEM0537",78.8494047619053,1959-01-01,1959-12-31,"Stanisław Zajfert","Government"
"MEM0546",96.7325163398693,1959-01-01,1959-12-31,"Andrzej Dobrzyński","Government"
"MEM0242",0,1959-01-01,1959-12-31,"Mikołaj Kozakiewicz","Government"
"MEM0417",29.9,1959-01-01,1959-12-31,"Adam Andrzejewski","Government"
"MEM0521",78.8494047619053,1959-01-01,1959-12-31,"Jerzy Bafia","Government"
"MEM0474",0,1959-01-01,1959-12-31,"Zbigniew Czajkowski","Government"
"MEM0477",161.735714285714,1959-01-01,1959-12-31,"Mariusz Gulczyński","Government"
"MEM0479",0,1959-01-01,1959-12-31,"Heironim Kubiak","Government"
"MEM0405",0,1959-01-01,1959-12-31,"Wit Majewski","Government"
"MEM0484",22.9166666666667,1959-01-01,1959-12-31,"Jerzy Uziebło","Government"
"MEM0351",0,1959-01-01,1959-12-31,"Jerzy Kołodziejski","Government"
"MEM0307",0,1959-01-01,1959-12-31,"Jerzy Ozdowski","Government"
"MEM0567",0,1959-01-01,1959-12-31,"Tomasz Dybowski","Expert"
"MEM0167",0,1959-01-01,1959-12-31,"Jerzy Salmonowicz","Expert"
"MEM0409",0,1959-01-01,1959-12-31,"Józef Pielachowski","Government"
"MEM0554",138,1959-01-01,1959-12-31,"Włodzimierz Łoziński","Government"
"MEM0260",0,1959-01-01,1959-12-31,"Alojzy Orszulik","Church"
"MEM0358",0,1959-01-01,1959-12-31,"Andrzej Hrynkiewicz","Government"
"MEM0218",0,1959-01-01,1959-12-31,"Ewa Wolak","Opposition"
"MEM0258",0,1959-01-01,1959-12-31,"Bronisław Dembowski","Church"
"MEM0549",0,1959-01-01,1959-12-31,"Zygmunt Kałużyński","Government"
"MEM0416",2.33333333333333,1959-01-01,1959-12-31,"Marian Wojciechowski","Government"
"MEM0527",0,1959-01-01,1959-12-31,"Mieczysław Szostek","Government"
"MEM0565",92.9999999999998,1959-01-01,1959-12-31,"Zbigniew Janowicz","Expert"
"MEM0415",0,1959-01-01,1959-12-31,"Janusz Syrokomski","Government"
"MEM0454",0,1959-01-01,1959-12-31,"Anna Kwietniewska","Government"
"MEM0401",0,1959-01-01,1959-12-31,"Jan Kluczyński","Government"
"MEM0559",0,1959-01-01,1959-12-31,"Sławomir Tabkowski","Government"
"MEM0423",0,1959-01-01,1959-12-31,"Lucjan Mieczkowski","Government"
"MEM0562",0,1959-01-01,1959-12-31,"Józef Wójcik","Government"
"MEM0525",0,1959-01-01,1959-12-31,"Kazimierz Secomski","Government"
"MEM0449",0,1959-01-01,1959-12-31,"Stanisław śliwiński","Government"
"MEM0363",0,1959-01-01,1959-12-31,"Michał Markowicz","Government"
"MEM0528",0,1959-01-01,1959-12-31,"Jan Szreniawski","Government"
"MEM0315",0,1959-01-01,1959-12-31,"Karol Szwarc","Government"
"MEM0359",0,1959-01-01,1959-12-31,"Jan Juda","Government"
"MEM0564",0,1959-01-01,1959-12-31,"Elżbieta Maria Seferowicz","Expert"
"MEM0021",0,1960-01-01,1960-12-31,"Marek Budzyński","Expert"
"MEM0056",0,1960-01-01,1960-12-31,"Maria Gintowt-Jankowicz","Expert"
"MEM0068",0,1960-01-01,1960-12-31,"Jerzy Grzywacz","Expert"
"MEM0081",0,1960-01-01,1960-12-31,"Wiesław Johann","Expert"
"MEM0153",0,1960-01-01,1960-12-31,"Julian Radziewicz","Expert"
"MEM0008",0,1960-01-01,1960-12-31,"Janusz Beksiak","Opposition"
"MEM0009",583.725730040572,1960-01-01,1960-12-31,"Ryszard Bender","Opposition"
"MEM0012",0,1960-01-01,1960-12-31,"Grzegorz Białkowski","Opposition"
"MEM0026",0,1960-01-01,1960-12-31,"Zbigniew Chłap","Opposition"
"MEM0029",0,1960-01-01,1960-12-31,"Jerzy Ciemniewski","Opposition"
"MEM0062",0,1960-01-01,1960-12-31,"Stanisława Grabska","Opposition"
"MEM0073",0,1960-01-01,1960-12-31,"Maciej Tadeusz Iłowiecki","Opposition"
"MEM0089",20.5,1960-01-01,1960-12-31,"Marian Kallas","Opposition"
"MEM0100",0,1960-01-01,1960-12-31,"Adam Tadeusz Kowalewski","Opposition"
"MEM0106",0,1960-01-01,1960-12-31,"Marek Kulerski","Opposition"
"MEM0117",0,1960-01-01,1960-12-31,"Edward Lipiec","Opposition"
"MEM0118",0,1960-01-01,1960-12-31,"Władysław Liwak","Opposition"
"MEM0132",0,1960-01-01,1960-12-31,"Andrzej Milczanowski","Opposition"
"MEM0141",0,1960-01-01,1960-12-31,"Janusz Onyszkiewicz","Opposition"
"MEM0142",0,1960-01-01,1960-12-31,"Walerian Pańko","Opposition"
"MEM0148",0,1960-01-01,1960-12-31,"Leszek Piotrowski","Opposition"
"MEM0154",0,1960-01-01,1960-12-31,"Anna Radziwiłł","Opposition"
"MEM0162",0,1960-01-01,1960-12-31,"Zbigniew Romaszewski","Opposition"
"MEM0182",0,1960-01-01,1960-12-31,"Joanna Staręga-Piasek","Opposition"
"MEM0191",0,1960-01-01,1960-12-31,"Andrzej Szczeklik","Opposition"
"MEM0201",0,1960-01-01,1960-12-31,"Jacek Taylor","Opposition"
"MEM0225",0,1960-01-01,1960-12-31,"Janina Zakrzewska","Opposition"
"MEM0232",0,1960-01-01,1960-12-31,"Andrzej Zoll","Opposition"
"MEM0111",0,1960-01-01,1960-12-31,"Gotfryd Kupryszewski","Expert"
"MEM0042",0,1960-01-01,1960-12-31,"Roman Duda","Opposition"
"MEM0045",0,1960-01-01,1960-12-31,"Marek Edelman","Opposition"
"MEM0048",239.818567489858,1960-01-01,1960-12-31,"Dariusz Fikus","Opposition"
"MEM0053",50.5,1960-01-01,1960-12-31,"Bronisław Geremek","Opposition"
"MEM0082",42,1960-01-01,1960-12-31,"Cezary Józefiak","Opposition"
"MEM0096",0,1960-01-01,1960-12-31,"Zdisław Kłeczek","Opposition"
"MEM0101",0,1960-01-01,1960-12-31,"Krzysztof Kozłowski","Opposition"
"MEM0114",334.431611721613,1960-01-01,1960-12-31,"Jacek Kuroń","Opposition"
"MEM0129",0,1960-01-01,1960-12-31,"Adam Michnik","Opposition"
"MEM0130",0,1960-01-01,1960-12-31,"Witold Mieszkowski","Opposition"
"MEM0168",182,1960-01-01,1960-12-31,"Henryk Samsonowicz","Opposition"
"MEM0080",0,1960-01-01,1960-12-31,"Jerzy Jaśkowski","Expert"
"MEM0076",0,1960-01-01,1960-12-31,"Andrzej Janowski","Opposition"
"MEM0083",0,1960-01-01,1960-12-31,"Stanisław Juchnowicz","Opposition"
"MEM0109",0,1960-01-01,1960-12-31,"Michał Kulesza","Opposition"
"MEM0165",0,1960-01-01,1960-12-31,"Henryk Rutkowski","Opposition"
"MEM0231",0,1960-01-01,1960-12-31,"Janusz Ziółkowski","Opposition"
"MEM0135",0,1960-01-01,1960-12-31,"Jan Mujżel","Opposition"
"MEM0158",0,1960-01-01,1960-12-31,"Ryszard Reiff","Opposition"
"MEM0187",27.9285714285714,1960-01-01,1960-12-31,"Stanisław Stomma","Opposition"
"MEM0210",50.5,1960-01-01,1960-12-31,"Zofia Wasikowska","Opposition"
"MEM0220",130.835637480799,1960-01-01,1960-12-31,"Jacek Woźniakowski","Opposition"
"MEM0229",453.5,1960-01-01,1960-12-31,"Andrzej Ziabicki","Expert"
"MEM0138",0,1960-01-01,1960-12-31,"Róża Nowotna-Walcowa","Opposition"
"MEM0199",0,1960-01-01,1960-12-31,"Hanna świlda-Ziemba","Expert"
"MEM0019",0,1960-01-01,1960-12-31,"Stefan Bratkowski","Opposition"
"MEM0163",0,1960-01-01,1960-12-31,"Jan Rosner","Opposition"
"MEM0206",99.9661294261295,1960-01-01,1960-12-31,"Jerzy Turowicz","Opposition"
"MEM0125",0,1960-01-01,1960-12-31,"Tadeusz Mazowiecki","Opposition"
"MEM0146",0,1960-01-01,1960-12-31,"Edmund Jan Osmańczych","Opposition"
"MEM0214",0,1960-01-01,1960-12-31,"Andrzej Wielowieyski","Opposition"
"MEM0179",485.725730040571,1960-01-01,1960-12-31,"Adam Stanowski","Opposition"
"MEM0391",33.3861890797374,1960-01-01,1960-12-31,"Klemens Białecki","Government"
"MEM0545",156.768750640041,1960-01-01,1960-12-31,"Jan Brodzki","Government"
"MEM0261",0,1960-01-01,1960-12-31,"Jan Brol","Government"
"MEM0505",192.891025641025,1960-01-01,1960-12-31,"Kazimierz Buchała","Government"
"MEM0320",0,1960-01-01,1960-12-31,"Zygmunt Chodnicki","Government"
"MEM0235",405.126457377749,1960-01-01,1960-12-31,"Stanisław Ciosek","Government"
"MEM0472",0,1960-01-01,1960-12-31,"Kazimierz Cypryniak","Government"
"MEM0396",43,1960-01-01,1960-12-31,"Jerzy Filipiak","Government"
"MEM0476",0,1960-01-01,1960-12-31,"Stanisław Gebethner","Government"
"MEM0322",202,1960-01-01,1960-12-31,"Krzysztof Gozdek","Government"
"MEM0399",150.551756845305,1960-01-01,1960-12-31,"Zofia Grzebisz-Nowicka","Government"
"MEM0238",0,1960-01-01,1960-12-31,"Marek Hołdakowski","Government"
"MEM0548",125.591948374206,1960-01-01,1960-12-31,"Bogdan Jachacz","Government"
"MEM0419",0,1960-01-01,1960-12-31,"Ryszard Jajszczyk","Government"
"MEM0533",0,1960-01-01,1960-12-31,"Tomasz Langer","Government"
"MEM0534",0,1960-01-01,1960-12-31,"Janusz Łętowski","Government"
"MEM0268",301,1960-01-01,1960-12-31,"Maciej Lubczyński","Government"
"MEM0247",0,1960-01-01,1960-12-31,"Alfred Miodowicz","Government"
"MEM0381",0,1960-01-01,1960-12-31,"Andrzej Naczyński","Government"
"MEM0426",0,1960-01-01,1960-12-31,"Roman Nowicki","Government"
"MEM0311",0,1960-01-01,1960-12-31,"Kazimierz Olesiak","Government"
"MEM0481",0,1960-01-01,1960-12-31,"Kazimierz Orzechowski","Government"
"MEM0348",102.431611721612,1960-01-01,1960-12-31,"Jan Padlewski","Government"
"MEM0281",0,1960-01-01,1960-12-31,"Włodzimierz Piotrowski","Government"
"MEM0428",0,1960-01-01,1960-12-31,"Wiktor Piwkowski","Government"
"MEM0515",0,1960-01-01,1960-12-31,"Emilia Pogonowska-Jucha","Government"
"MEM0482",142,1960-01-01,1960-12-31,"Janusz Reykowski","Government"
"MEM0251",0,1960-01-01,1960-12-31,"Jan Rychlewski","Government"
"MEM0410",0,1960-01-01,1960-12-31,"Barbara Rychlik","Government"
"MEM0517",482.325724777016,1960-01-01,1960-12-31,"Hipolit Starzak","Government"
"MEM0501",0,1960-01-01,1960-12-31,"Roman Szarek","Government"
"MEM0315",0,1960-01-01,1960-12-31,"Karol Szwarc","Government"
"MEM0316",0.428571428571429,1960-01-01,1960-12-31,"Władysław Szymański","Government"
"MEM0484",32.1095238095238,1960-01-01,1960-12-31,"Jerzy Uziebło","Government"
"MEM0462",424.274269959432,1960-01-01,1960-12-31,"Jan Waleczek","Government"
"MEM0318",0,1960-01-01,1960-12-31,"Mieczysław Wilczek","Government"
"MEM0487",45.2835164835166,1960-01-01,1960-12-31,"Sylwester Zawadzki","Government"
"MEM0467",0,1960-01-01,1960-12-31,"Jacek Żochowski","Government"
"MEM0297",21.5,1960-01-01,1960-12-31,"Władysław Baka","Government"
"MEM0543",97.8185674898578,1960-01-01,1960-12-31,"Julian Bartosz","Government"
"MEM0469",50.5,1960-01-01,1960-12-31,"Jan Baszkiewicz","Government"
"MEM0394",0,1960-01-01,1960-12-31,"Zbigniew Cierpka","Government"
"MEM0438",0,1960-01-01,1960-12-31,"Karol Gawłowski","Government"
"MEM0236",0,1960-01-01,1960-12-31,"Aleksander Gieysztor","Government"
"MEM0300",0,1960-01-01,1960-12-31,"Jerzy Gruchalski","Government"
"MEM0441",0,1960-01-01,1960-12-31,"Kazimierz Grzesiak","Government"
"MEM0372",0,1960-01-01,1960-12-31,"Marian Gustek","Government"
"MEM0358",0,1960-01-01,1960-12-31,"Andrzej Hrynkiewicz","Government"
"MEM0304",0,1960-01-01,1960-12-31,"Jan Kołodziejczak","Government"
"MEM0554",50.5,1960-01-01,1960-12-31,"Włodzimierz Łoziński","Government"
"MEM0363",0,1960-01-01,1960-12-31,"Michał Markowicz","Government"
"MEM0309",119.386189079738,1960-01-01,1960-12-31,"Józef Okuniewski","Government"
"MEM0445",0,1960-01-01,1960-12-31,"Henryk Przygodzki","Government"
"MEM0313",0,1960-01-01,1960-12-31,"Zdzisław Sadowski","Government"
"MEM0529",0,1960-01-01,1960-12-31,"Alfred Wawrzyniak","Government"
"MEM0485",0,1960-01-01,1960-12-31,"Jerzy Wiatr","Government"
"MEM0508",319,1960-01-01,1960-12-31,"Lucjan Czubiński","Government"
"MEM0541",0,1960-01-01,1960-12-31,"Jerzy Janicki","Government"
"MEM0510",377,1960-01-01,1960-12-31,"Zenon Jankowski","Government"
"MEM0303",0,1960-01-01,1960-12-31,"Józef Kaleta","Government"
"MEM0336",0,1960-01-01,1960-12-31,"Władysław Kawecki","Government"
"MEM0378",0,1960-01-01,1960-12-31,"Wacław Kociela","Government"
"MEM0327",18.3428571428571,1960-01-01,1960-12-31,"Zdzisław Krużel","Government"
"MEM0269",0,1960-01-01,1960-12-31,"Stanisław Majewski","Government"
"MEM0312",17.1428571428571,1960-01-01,1960-12-31,"Antoni Rajkiewicz","Government"
"MEM0254",0,1960-01-01,1960-12-31,"Romuald Sosnowski","Government"
"MEM0256",0,1960-01-01,1960-12-31,"Jan Zaciura","Government"
"MEM0257",43,1960-01-01,1960-12-31,"Edward Zgłobicki","Government"
"MEM0471",30.0714285714286,1960-01-01,1960-12-31,"Artur Bodnar","Government"
"MEM0298",0,1960-01-01,1960-12-31,"Stanisław Długosz","Government"
"MEM0334",33.3861890797374,1960-01-01,1960-12-31,"Leszek Gilejko","Government"
"MEM0357",0,1960-01-01,1960-12-31,"Bożena Hager-Małecka","Government"
"MEM0291",0,1960-01-01,1960-12-31,"Zbigniew Jagodziński","Government"
"MEM0240",0,1960-01-01,1960-12-31,"Czesław Kiszczak","Government"
"MEM0362",102.431611721612,1960-01-01,1960-12-31,"Włodzimierz Lubański","Government"
"MEM0249",0,1960-01-01,1960-12-31,"Anna Przecławska","Government"
"MEM0286",86,1960-01-01,1960-12-31,"Wacław Rukat","Government"
"MEM0314",0,1960-01-01,1960-12-31,"Ireniusz Sekuła","Government"
"MEM0526",0,1960-01-01,1960-12-31,"Wojciech Sokolewicz","Government"
"MEM0413",0,1960-01-01,1960-12-31,"Jerzy Surman","Government"
"MEM0537",45.2835164835166,1960-01-01,1960-12-31,"Stanisław Zajfert","Government"
"MEM0546",97.8185674898578,1960-01-01,1960-12-31,"Andrzej Dobrzyński","Government"
"MEM0242",0,1960-01-01,1960-12-31,"Mikołaj Kozakiewicz","Government"
"MEM0305",0,1960-01-01,1960-12-31,"Wincenty Lewandowski","Government"
"MEM0436",0,1960-01-01,1960-12-31,"Józef Bąk","Government"
"MEM0417",33.3861890797374,1960-01-01,1960-12-31,"Adam Andrzejewski","Government"
"MEM0521",45.2835164835166,1960-01-01,1960-12-31,"Jerzy Bafia","Government"
"MEM0474",0,1960-01-01,1960-12-31,"Zbigniew Czajkowski","Government"
"MEM0477",209.408424908425,1960-01-01,1960-12-31,"Mariusz Gulczyński","Government"
"MEM0479",0,1960-01-01,1960-12-31,"Heironim Kubiak","Government"
"MEM0405",0,1960-01-01,1960-12-31,"Wit Majewski","Government"
"MEM0475",39.7071498394079,1960-01-01,1960-12-31,"Andrzej Gdula","Government"
"MEM0351",0,1960-01-01,1960-12-31,"Jerzy Kołodziejski","Government"
"MEM0307",0,1960-01-01,1960-12-31,"Jerzy Ozdowski","Government"
"MEM0423",1,1960-01-01,1960-12-31,"Lucjan Mieczkowski","Government"
"MEM0567",0,1960-01-01,1960-12-31,"Tomasz Dybowski","Expert"
"MEM0409",0,1960-01-01,1960-12-31,"Józef Pielachowski","Government"
"MEM0559",102.431611721612,1960-01-01,1960-12-31,"Sławomir Tabkowski","Government"
"MEM0260",0,1960-01-01,1960-12-31,"Alojzy Orszulik","Church"
"MEM0400",0,1960-01-01,1960-12-31,"Jan Klamut","Government"
"MEM0218",0,1960-01-01,1960-12-31,"Ewa Wolak","Opposition"
"MEM0258",0,1960-01-01,1960-12-31,"Bronisław Dembowski","Church"
"MEM0549",0,1960-01-01,1960-12-31,"Zygmunt Kałużyński","Government"
"MEM0416",3,1960-01-01,1960-12-31,"Marian Wojciechowski","Government"
"MEM0527",0,1960-01-01,1960-12-31,"Mieczysław Szostek","Government"
"MEM0565",102,1960-01-01,1960-12-31,"Zbigniew Janowicz","Expert"
"MEM0519",0,1960-01-01,1960-12-31,"Janusz Trzciński","Government"
"MEM0415",0,1960-01-01,1960-12-31,"Janusz Syrokomski","Government"
"MEM0454",0,1960-01-01,1960-12-31,"Anna Kwietniewska","Government"
"MEM0401",0,1960-01-01,1960-12-31,"Jan Kluczyński","Government"
"MEM0369",0,1960-01-01,1960-12-31,"Artur Bęben","Government"
"MEM0562",0,1960-01-01,1960-12-31,"Józef Wójcik","Government"
"MEM0525",0,1960-01-01,1960-12-31,"Kazimierz Secomski","Government"
"MEM0449",172,1960-01-01,1960-12-31,"Stanisław śliwiński","Government"
"MEM0403",0,1960-01-01,1960-12-31,"Czesław Królikowski","Government"
"MEM0571",0,1960-01-01,1960-12-31,"Jacek Snopkiewicz","Expert"
"MEM0528",0,1960-01-01,1960-12-31,"Jan Szreniawski","Government"
"MEM0342",0,1960-01-01,1960-12-31,"Krzysztof Szewczak","Government"
"MEM0359",0,1960-01-01,1960-12-31,"Jan Juda","Government"
"MEM0523",0,1960-01-01,1960-12-31,"Józef Musioł","Government"
"MEM0564",0,1960-01-01,1960-12-31,"Elżbieta Maria Seferowicz","Expert"
"MEM0021",0,1961-01-01,1961-12-31,"Marek Budzyński","Expert"
"MEM0056",0,1961-01-01,1961-12-31,"Maria Gintowt-Jankowicz","Expert"
"MEM0081",0,1961-01-01,1961-12-31,"Wiesław Johann","Expert"
"MEM0008",0,1961-01-01,1961-12-31,"Janusz Beksiak","Opposition"
"MEM0009",0,1961-01-01,1961-12-31,"Ryszard Bender","Opposition"
"MEM0012",0,1961-01-01,1961-12-31,"Grzegorz Białkowski","Opposition"
"MEM0026",0,1961-01-01,1961-12-31,"Zbigniew Chłap","Opposition"
"MEM0029",0,1961-01-01,1961-12-31,"Jerzy Ciemniewski","Opposition"
"MEM0062",0,1961-01-01,1961-12-31,"Stanisława Grabska","Opposition"
"MEM0073",0,1961-01-01,1961-12-31,"Maciej Tadeusz Iłowiecki","Opposition"
"MEM0075",0,1961-01-01,1961-12-31,"Janina Jankowska","Opposition"
"MEM0100",0,1961-01-01,1961-12-31,"Adam Tadeusz Kowalewski","Opposition"
"MEM0106",0,1961-01-01,1961-12-31,"Marek Kulerski","Opposition"
"MEM0113",0,1961-01-01,1961-12-31,"Jacek Kurczewski","Opposition"
"MEM0117",0,1961-01-01,1961-12-31,"Edward Lipiec","Opposition"
"MEM0118",0,1961-01-01,1961-12-31,"Władysław Liwak","Opposition"
"MEM0132",0,1961-01-01,1961-12-31,"Andrzej Milczanowski","Opposition"
"MEM0142",0,1961-01-01,1961-12-31,"Walerian Pańko","Opposition"
"MEM0148",0,1961-01-01,1961-12-31,"Leszek Piotrowski","Opposition"
"MEM0154",0,1961-01-01,1961-12-31,"Anna Radziwiłł","Opposition"
"MEM0162",0,1961-01-01,1961-12-31,"Zbigniew Romaszewski","Opposition"
"MEM0182",0,1961-01-01,1961-12-31,"Joanna Staręga-Piasek","Opposition"
"MEM0191",0,1961-01-01,1961-12-31,"Andrzej Szczeklik","Opposition"
"MEM0201",0,1961-01-01,1961-12-31,"Jacek Taylor","Opposition"
"MEM0225",0,1961-01-01,1961-12-31,"Janina Zakrzewska","Opposition"
"MEM0232",0,1961-01-01,1961-12-31,"Andrzej Zoll","Opposition"
"MEM0068",0,1961-01-01,1961-12-31,"Jerzy Grzywacz","Expert"
"MEM0111",0,1961-01-01,1961-12-31,"Gotfryd Kupryszewski","Expert"
"MEM0039",0,1961-01-01,1961-12-31,"Andrzej Dobrucki","Opposition"
"MEM0042",0,1961-01-01,1961-12-31,"Roman Duda","Opposition"
"MEM0045",0,1961-01-01,1961-12-31,"Marek Edelman","Opposition"
"MEM0048",493.589561554068,1961-01-01,1961-12-31,"Dariusz Fikus","Opposition"
"MEM0053",53.5,1961-01-01,1961-12-31,"Bronisław Geremek","Opposition"
"MEM0066",0,1961-01-01,1961-12-31,"Janusz Grzelak","Opposition"
"MEM0082",46,1961-01-01,1961-12-31,"Cezary Józefiak","Opposition"
"MEM0089",0,1961-01-01,1961-12-31,"Marian Kallas","Opposition"
"MEM0101",0,1961-01-01,1961-12-31,"Krzysztof Kozłowski","Opposition"
"MEM0114",439.045449837516,1961-01-01,1961-12-31,"Jacek Kuroń","Opposition"
"MEM0116",0,1961-01-01,1961-12-31,"Antoni Leopold","Opposition"
"MEM0129",0,1961-01-01,1961-12-31,"Adam Michnik","Opposition"
"MEM0130",0,1961-01-01,1961-12-31,"Witold Mieszkowski","Opposition"
"MEM0143",0,1961-01-01,1961-12-31,"Aleksander Paszyński","Opposition"
"MEM0168",185.686202686202,1961-01-01,1961-12-31,"Henryk Samsonowicz","Opposition"
"MEM0080",0,1961-01-01,1961-12-31,"Jerzy Jaśkowski","Expert"
"MEM0076",0,1961-01-01,1961-12-31,"Andrzej Janowski","Opposition"
"MEM0083",0,1961-01-01,1961-12-31,"Stanisław Juchnowicz","Opposition"
"MEM0096",0,1961-01-01,1961-12-31,"Zdisław Kłeczek","Opposition"
"MEM0109",0,1961-01-01,1961-12-31,"Michał Kulesza","Opposition"
"MEM0165",0,1961-01-01,1961-12-31,"Henryk Rutkowski","Opposition"
"MEM0231",0,1961-01-01,1961-12-31,"Janusz Ziółkowski","Opposition"
"MEM0175",0,1961-01-01,1961-12-31,"Magdalena Sokołowska","Expert"
"MEM0003",0,1961-01-01,1961-12-31,"Jacek Ambroziak","Opposition"
"MEM0135",0,1961-01-01,1961-12-31,"Jan Mujżel","Opposition"
"MEM0158",0,1961-01-01,1961-12-31,"Ryszard Reiff","Opposition"
"MEM0187",0.5,1961-01-01,1961-12-31,"Stanisław Stomma","Opposition"
"MEM0190",0,1961-01-01,1961-12-31,"Klemens Szaniawski","Opposition"
"MEM0210",53,1961-01-01,1961-12-31,"Zofia Wasikowska","Opposition"
"MEM0220",893.999999999982,1961-01-01,1961-12-31,"Jacek Woźniakowski","Opposition"
"MEM0229",359,1961-01-01,1961-12-31,"Andrzej Ziabicki","Expert"
