"Member.ID","CrossBetweenness","Start.Date","End.Date","Full.Name","RT.Affiliation"
"MEM0281",0,1965-12-01,1965-12-31,"Włodzimierz Piotrowski","Government"
"MEM0347",0,1965-12-01,1965-12-31,"Leon Podkaminer","Government"
"MEM0383",116,1965-12-01,1965-12-31,"Edward Puszczewicz","Government"
"MEM0482",58.0000000000001,1965-12-01,1965-12-31,"Janusz Reykowski","Government"
"MEM0286",84.5391971448565,1965-12-01,1965-12-31,"Wacław Rukat","Government"
"MEM0251",0,1965-12-01,1965-12-31,"Jan Rychlewski","Government"
"MEM0410",0,1965-12-01,1965-12-31,"Barbara Rychlik","Government"
"MEM0287",0,1965-12-01,1965-12-31,"Włodzimierz Ryms","Government"
"MEM0274",0,1965-12-01,1965-12-31,"Walerian Sanetra","Government"
"MEM0314",52.7953502415461,1965-12-01,1965-12-31,"Ireniusz Sekuła","Government"
"MEM0449",0,1965-12-01,1965-12-31,"Stanisław śliwiński","Government"
"MEM0331",0,1965-12-01,1965-12-31,"Jerzy Szreter","Government"
"MEM0559",58.4328928381567,1965-12-01,1965-12-31,"Sławomir Tabkowski","Government"
"MEM0519",105.666666666667,1965-12-01,1965-12-31,"Janusz Trzciński","Government"
"MEM0318",0,1965-12-01,1965-12-31,"Mieczysław Wilczek","Government"
"MEM0486",0,1965-12-01,1965-12-31,"Piotr Winczorek","Government"
"MEM0468",0,1965-12-01,1965-12-31,"Andrzej Wojtczak","Government"
"MEM0467",262,1965-12-01,1965-12-31,"Jacek Żochowski","Government"
"MEM0570",0,1965-12-01,1965-12-31,"Jan Rogala","Expert"
"MEM0436",84.5391971448565,1965-12-01,1965-12-31,"Józef Bąk","Government"
"MEM0297",150,1965-12-01,1965-12-31,"Władysław Baka","Government"
"MEM0544",150,1965-12-01,1965-12-31,"Andrzej Bilik","Government"
"MEM0235",120.064503439799,1965-12-01,1965-12-31,"Stanisław Ciosek","Government"
"MEM0507",13.5405122655123,1965-12-01,1965-12-31,"Andrzej Cubała","Government"
"MEM0472",0,1965-12-01,1965-12-31,"Kazimierz Cypryniak","Government"
"MEM0451",58.0000000000001,1965-12-01,1965-12-31,"Adam Czarnecki","Government"
"MEM0396",0,1965-12-01,1965-12-31,"Jerzy Filipiak","Government"
"MEM0438",0,1965-12-01,1965-12-31,"Karol Gawłowski","Government"
"MEM0236",0,1965-12-01,1965-12-31,"Aleksander Gieysztor","Government"
"MEM0399",0,1965-12-01,1965-12-31,"Zofia Grzebisz-Nowicka","Government"
"MEM0441",0,1965-12-01,1965-12-31,"Kazimierz Grzesiak","Government"
"MEM0372",0,1965-12-01,1965-12-31,"Marian Gustek","Government"
"MEM0238",9.65591397849461,1965-12-01,1965-12-31,"Marek Hołdakowski","Government"
"MEM0358",0,1965-12-01,1965-12-31,"Andrzej Hrynkiewicz","Government"
"MEM0548",120.064503439799,1965-12-01,1965-12-31,"Bogdan Jachacz","Government"
"MEM0377",0,1965-12-01,1965-12-31,"Zbigniew Klonowski","Government"
"MEM0304",0,1965-12-01,1965-12-31,"Jan Kołodziejczak","Government"
"MEM0479",0,1965-12-01,1965-12-31,"Heironim Kubiak","Government"
"MEM0361",0,1965-12-01,1965-12-31,"Jerzy Kwiatkowski","Government"
"MEM0454",0,1965-12-01,1965-12-31,"Anna Kwietniewska","Government"
"MEM0534",29,1965-12-01,1965-12-31,"Janusz Łętowski","Government"
"MEM0363",0,1965-12-01,1965-12-31,"Michał Markowicz","Government"
"MEM0279",0,1965-12-01,1965-12-31,"Maria Matey-Tyrowicz","Government"
"MEM0523",96.9713026862984,1965-12-01,1965-12-31,"Józef Musioł","Government"
"MEM0381",0,1965-12-01,1965-12-31,"Andrzej Naczyński","Government"
"MEM0426",58.4328928381567,1965-12-01,1965-12-31,"Roman Nowicki","Government"
"MEM0309",96.5650048875857,1965-12-01,1965-12-31,"Józef Okuniewski","Government"
"MEM0311",0,1965-12-01,1965-12-31,"Kazimierz Olesiak","Government"
"MEM0348",0,1965-12-01,1965-12-31,"Jan Padlewski","Government"
"MEM0514",253.481075971483,1965-12-01,1965-12-31,"Stanisław Podemski","Government"
"MEM0445",0,1965-12-01,1965-12-31,"Henryk Przygodzki","Government"
"MEM0446",0,1965-12-01,1965-12-31,"Kazimierz Siarkewicz","Government"
"MEM0517",0,1965-12-01,1965-12-31,"Hipolit Starzak","Government"
"MEM0501",70.1364603533733,1965-12-01,1965-12-31,"Roman Szarek","Government"
"MEM0315",62.0655058651026,1965-12-01,1965-12-31,"Karol Szwarc","Government"
"MEM0316",52.3847380773538,1965-12-01,1965-12-31,"Władysław Szymański","Government"
"MEM0483",0,1965-12-01,1965-12-31,"Karol Szyndzielorz","Government"
"MEM0462",671.823875245597,1965-12-01,1965-12-31,"Jan Waleczek","Government"
"MEM0529",0,1965-12-01,1965-12-31,"Alfred Wawrzyniak","Government"
"MEM0435",166.248557083723,1965-12-01,1965-12-31,"Marian Wysocki","Government"
"MEM0256",88.5071743284253,1965-12-01,1965-12-31,"Jan Zaciura","Government"
"MEM0487",36.2479039240332,1965-12-01,1965-12-31,"Sylwester Zawadzki","Government"
"MEM0469",178.280701754387,1965-12-01,1965-12-31,"Jan Baszkiewicz","Government"
"MEM0508",0,1965-12-01,1965-12-31,"Lucjan Czubiński","Government"
"MEM0475",174.019709030632,1965-12-01,1965-12-31,"Andrzej Gdula","Government"
"MEM0300",0,1965-12-01,1965-12-31,"Jerzy Gruchalski","Government"
"MEM0478",0,1965-12-01,1965-12-31,"Jan Jachymek","Government"
"MEM0301",0,1965-12-01,1965-12-31,"Jan Kaczmarek","Government"
"MEM0336",0,1965-12-01,1965-12-31,"Władysław Kawecki","Government"
"MEM0378",0,1965-12-01,1965-12-31,"Wacław Kociela","Government"
"MEM0268",0,1965-12-01,1965-12-31,"Maciej Lubczyński","Government"
"MEM0248",0,1965-12-01,1965-12-31,"Kazimierz Morawski","Government"
"MEM0273",0,1965-12-01,1965-12-31,"Janusz Pawłowski","Government"
"MEM0312",121.410566149537,1965-12-01,1965-12-31,"Antoni Rajkiewicz","Government"
"MEM0254",0,1965-12-01,1965-12-31,"Romuald Sosnowski","Government"
"MEM0484",58.4328928381567,1965-12-01,1965-12-31,"Jerzy Uziebło","Government"
"MEM0485",398.559599567103,1965-12-01,1965-12-31,"Jerzy Wiatr","Government"
"MEM0416",88.5071743284253,1965-12-01,1965-12-31,"Marian Wojciechowski","Government"
"MEM0543",230.347633711747,1965-12-01,1965-12-31,"Julian Bartosz","Government"
"MEM0394",88.5071743284253,1965-12-01,1965-12-31,"Zbigniew Cierpka","Government"
"MEM0334",183.655913978494,1965-12-01,1965-12-31,"Leszek Gilejko","Government"
"MEM0322",0,1965-12-01,1965-12-31,"Krzysztof Gozdek","Government"
"MEM0291",0,1965-12-01,1965-12-31,"Zbigniew Jagodziński","Government"
"MEM0375",0,1965-12-01,1965-12-31,"Mieczysław Kaczmarczyk","Government"
"MEM0240",0,1965-12-01,1965-12-31,"Czesław Kiszczak","Government"
"MEM0403",0,1965-12-01,1965-12-31,"Czesław Królikowski","Government"
"MEM0327",0,1965-12-01,1965-12-31,"Zdzisław Krużel","Government"
"MEM0554",19.6095238095238,1965-12-01,1965-12-31,"Włodzimierz Łoziński","Government"
"MEM0362",58.4328928381567,1965-12-01,1965-12-31,"Włodzimierz Lubański","Government"
"MEM0249",0,1965-12-01,1965-12-31,"Anna Przecławska","Government"
"MEM0415",0,1965-12-01,1965-12-31,"Janusz Syrokomski","Government"
"MEM0434",0,1965-12-01,1965-12-31,"Barbara Wolnicka-Szałek","Government"
"MEM0537",0,1965-12-01,1965-12-31,"Stanisław Zajfert","Government"
"MEM0257",140.167373271888,1965-12-01,1965-12-31,"Edward Zgłobicki","Government"
"MEM0504",0,1965-12-01,1965-12-31,"Łukasz Balcer","Government"
"MEM0392",0,1965-12-01,1965-12-31,"Marek Bogucki","Government"
"MEM0545",230.347633711747,1965-12-01,1965-12-31,"Jan Brodzki","Government"
"MEM0298",0,1965-12-01,1965-12-31,"Stanisław Długosz","Government"
"MEM0541",0,1965-12-01,1965-12-31,"Jerzy Janicki","Government"
"MEM0242",0,1965-12-01,1965-12-31,"Mikołaj Kozakiewicz","Government"
"MEM0413",0,1965-12-01,1965-12-31,"Jerzy Surman","Government"
"MEM0471",70.2402597402596,1965-12-01,1965-12-31,"Artur Bodnar","Government"
"MEM0546",230.347633711747,1965-12-01,1965-12-31,"Andrzej Dobrzyński","Government"
"MEM0360",0,1965-12-01,1965-12-31,"Wacław Kulczyński","Government"
"MEM0313",0,1965-12-01,1965-12-31,"Zdzisław Sadowski","Government"
"MEM0526",65.2479039240337,1965-12-01,1965-12-31,"Wojciech Sokolewicz","Government"
"MEM0521",928.828883039321,1965-12-01,1965-12-31,"Jerzy Bafia","Government"
"MEM0252",0,1965-12-01,1965-12-31,"Władysław Siła-Nowicki","Government"
"MEM0417",9.65591397849461,1965-12-01,1965-12-31,"Adam Andrzejewski","Government"
"MEM0474",0,1965-12-01,1965-12-31,"Zbigniew Czajkowski","Government"
"MEM0549",0,1965-12-01,1965-12-31,"Zygmunt Kałużyński","Government"
"MEM0340",0,1965-12-01,1965-12-31,"Tadeusz Nestorowicz","Government"
"MEM0477",0,1965-12-01,1965-12-31,"Mariusz Gulczyński","Government"
"MEM0241",0,1965-12-01,1965-12-31,"Jan Kostrzewski","Government"
"MEM0351",150,1965-12-01,1965-12-31,"Jerzy Kołodziejski","Government"
"MEM0227",0,1965-12-01,1965-12-31,"Zbigniew Zawistowski","Opposition"
"MEM0567",0,1965-12-01,1965-12-31,"Tomasz Dybowski","Expert"
"MEM0572",573.685631974387,1965-12-01,1965-12-31,"Maciej Szumowski","Expert"
"MEM0400",150,1965-12-01,1965-12-31,"Jan Klamut","Government"
"MEM0103",0,1965-12-01,1965-12-31,"Marek Krankowski","Opposition"
"MEM0258",0,1965-12-01,1965-12-31,"Bronisław Dembowski","Church"
"MEM0496",0,1965-12-01,1965-12-31,"Julian Nuckowski","Government"
"MEM0317",0,1965-12-01,1965-12-31,"Marcin święcicki","Government"
"MEM0404",0,1965-12-01,1965-12-31,"Aleksander Łuczak","Government"
"MEM0470",450.000000000006,1965-12-01,1965-12-31,"Jan Błuszkowski","Government"
"MEM0431",0,1965-12-01,1965-12-31,"Mieczysław Serwiński","Government"
"MEM0367",0,1965-12-01,1965-12-31,"Waldemar Żukowski","Government"
"MEM0453",0,1965-12-01,1965-12-31,"Janusz Indulski","Government"
"MEM0561",0.579667644183773,1965-12-01,1965-12-31,"Jerzy Urban","Government"
"MEM0401",0,1965-12-01,1965-12-31,"Jan Kluczyński","Government"
"MEM0423",0,1965-12-01,1965-12-31,"Lucjan Mieczkowski","Government"
"MEM0369",0,1965-12-01,1965-12-31,"Artur Bęben","Government"
"MEM0562",0,1965-12-01,1965-12-31,"Józef Wójcik","Government"
"MEM0188",0,1965-12-01,1965-12-31,"Adam Strzembosz","Opposition"
"MEM0527",0,1965-12-01,1965-12-31,"Mieczysław Szostek","Government"
"MEM0220",0,1965-12-01,1965-12-31,"Jacek Woźniakowski","Opposition"
"MEM0525",0,1965-12-01,1965-12-31,"Kazimierz Secomski","Government"
"MEM0565",116,1965-12-01,1965-12-31,"Zbigniew Janowicz","Expert"
"MEM0299",0,1965-12-01,1965-12-31,"Ryszard Gorycki","Government"
"MEM0528",0,1965-12-01,1965-12-31,"Jan Szreniawski","Government"
"MEM0365",0,1965-12-01,1965-12-31,"Stanisław Sitnicki","Government"
"MEM0444",0,1965-12-01,1965-12-31,"Wiesław Młynarczyk","Government"
"MEM0359",0,1965-12-01,1965-12-31,"Jan Juda","Government"
"MEM0021",0,1966-01-01,1966-01-31,"Marek Budzyński","Expert"
"MEM0056",0,1966-01-01,1966-01-31,"Maria Gintowt-Jankowicz","Expert"
"MEM0136",11.0392552157796,1966-01-01,1966-01-31,"Michał Nawrocki","Expert"
"MEM0219",0,1966-01-01,1966-01-31,"Zbigniew Woźniak","Expert"
"MEM0008",0,1966-01-01,1966-01-31,"Janusz Beksiak","Opposition"
"MEM0009",0,1966-01-01,1966-01-31,"Ryszard Bender","Opposition"
"MEM0012",1609,1966-01-01,1966-01-31,"Grzegorz Białkowski","Opposition"
"MEM0029",0,1966-01-01,1966-01-31,"Jerzy Ciemniewski","Opposition"
"MEM0046",0,1966-01-01,1966-01-31,"Lech Falandysz","Opposition"
"MEM0059",0,1966-01-01,1966-01-31,"Bogusław Kazimierz Gołąb","Opposition"
"MEM0062",78.5,1966-01-01,1966-01-31,"Stanisława Grabska","Opposition"
"MEM0109",175.9079004329,1966-01-01,1966-01-31,"Michał Kulesza","Opposition"
"MEM0115",0,1966-01-01,1966-01-31,"Wojciech Lamentowicz","Opposition"
"MEM0121",0.685604812129202,1966-01-01,1966-01-31,"Jan Lityński","Opposition"
"MEM0119",214.000000000002,1966-01-01,1966-01-31,"Helena Łuczywo","Opposition"
"MEM0129",0,1966-01-01,1966-01-31,"Adam Michnik","Opposition"
"MEM0185",11.2166666666667,1966-01-01,1966-01-31,"Jerzy Stępien","Opposition"
"MEM0195",0,1966-01-01,1966-01-31,"Jacek Szymanderski","Opposition"
"MEM0204",0,1966-01-01,1966-01-31,"Andrzej Topiński","Opposition"
"MEM0212",0,1966-01-01,1966-01-31,"Stanisław Węglarz","Opposition"
"MEM0216",0,1966-01-01,1966-01-31,"Michał Wilczyński","Opposition"
"MEM0217",0,1966-01-01,1966-01-31,"Edmund Wnuk-Lipiński","Opposition"
"MEM0223",1454.00000000001,1966-01-01,1966-01-31,"Henryk Wujec","Opposition"
"MEM0225",0,1966-01-01,1966-01-31,"Janina Zakrzewska","Opposition"
"MEM0232",0,1966-01-01,1966-01-31,"Andrzej Zoll","Opposition"
"MEM0111",0,1966-01-01,1966-01-31,"Gotfryd Kupryszewski","Expert"
"MEM0022",0,1966-01-01,1966-01-31,"Ryszard Bugaj","Opposition"
"MEM0039",0,1966-01-01,1966-01-31,"Andrzej Dobrucki","Opposition"
"MEM0045",0,1966-01-01,1966-01-31,"Marek Edelman","Opposition"
"MEM0048",342.677778468825,1966-01-01,1966-01-31,"Dariusz Fikus","Opposition"
"MEM0053",74.780701754386,1966-01-01,1966-01-31,"Bronisław Geremek","Opposition"
"MEM0055",77.6434662124499,1966-01-01,1966-01-31,"Mieczysław Gil","Opposition"
"MEM0066",5.13131313131313,1966-01-01,1966-01-31,"Janusz Grzelak","Opposition"
"MEM0073",5.82121212121212,1966-01-01,1966-01-31,"Maciej Tadeusz Iłowiecki","Opposition"
"MEM0075",1.14285714285714,1966-01-01,1966-01-31,"Janina Jankowska","Opposition"
"MEM0082",59,1966-01-01,1966-01-31,"Cezary Józefiak","Opposition"
"MEM0098",0,1966-01-01,1966-01-31,"Jan Kofman","Opposition"
"MEM0100",0,1966-01-01,1966-01-31,"Adam Tadeusz Kowalewski","Opposition"
"MEM0101",0,1966-01-01,1966-01-31,"Krzysztof Kozłowski","Opposition"
"MEM0113",524.000000000013,1966-01-01,1966-01-31,"Jacek Kurczewski","Opposition"
"MEM0116",0,1966-01-01,1966-01-31,"Antoni Leopold","Opposition"
"MEM0118",0,1966-01-01,1966-01-31,"Władysław Liwak","Opposition"
"MEM0127",0,1966-01-01,1966-01-31,"Albin Melcer","Opposition"
"MEM0142",0,1966-01-01,1966-01-31,"Walerian Pańko","Opposition"
"MEM0162",0,1966-01-01,1966-01-31,"Zbigniew Romaszewski","Opposition"
"MEM0168",270.587365253794,1966-01-01,1966-01-31,"Henryk Samsonowicz","Opposition"
"MEM0184",0,1966-01-01,1966-01-31,"Kazimierz Stępczak","Expert"
"MEM0042",0,1966-01-01,1966-01-31,"Roman Duda","Opposition"
"MEM0076",0,1966-01-01,1966-01-31,"Andrzej Janowski","Opposition"
"MEM0083",0,1966-01-01,1966-01-31,"Stanisław Juchnowicz","Opposition"
"MEM0096",0,1966-01-01,1966-01-31,"Zdisław Kłeczek","Opposition"
"MEM0165",0.4,1966-01-01,1966-01-31,"Henryk Rutkowski","Opposition"
"MEM0080",0,1966-01-01,1966-01-31,"Jerzy Jaśkowski","Expert"
"MEM0175",81.1247737275123,1966-01-01,1966-01-31,"Magdalena Sokołowska","Expert"
"MEM0089",0,1966-01-01,1966-01-31,"Marian Kallas","Opposition"
"MEM0158",0,1966-01-01,1966-01-31,"Ryszard Reiff","Opposition"
"MEM0187",78.5,1966-01-01,1966-01-31,"Stanisław Stomma","Opposition"
"MEM0190",0,1966-01-01,1966-01-31,"Klemens Szaniawski","Opposition"
"MEM0210",0,1966-01-01,1966-01-31,"Zofia Wasikowska","Opposition"
"MEM0229",2096.87667209256,1966-01-01,1966-01-31,"Andrzej Ziabicki","Expert"
"MEM0003",0,1966-01-01,1966-01-31,"Jacek Ambroziak","Opposition"
"MEM0135",0,1966-01-01,1966-01-31,"Jan Mujżel","Opposition"
"MEM0138",0,1966-01-01,1966-01-31,"Róża Nowotna-Walcowa","Opposition"
"MEM0147",0,1966-01-01,1966-01-31,"Janusz Pałubicki","Opposition"
"MEM0143",5.82121212121212,1966-01-01,1966-01-31,"Aleksander Paszyński","Opposition"
"MEM0199",0,1966-01-01,1966-01-31,"Hanna świlda-Ziemba","Expert"
"MEM0019",0,1966-01-01,1966-01-31,"Stefan Bratkowski","Opposition"
"MEM0130",0,1966-01-01,1966-01-31,"Witold Mieszkowski","Opposition"
"MEM0163",0,1966-01-01,1966-01-31,"Jan Rosner","Opposition"
"MEM0206",235.5,1966-01-01,1966-01-31,"Jerzy Turowicz","Opposition"
"MEM0215",81.1247737275123,1966-01-01,1966-01-31,"Zbigniew Wierzbicki","Opposition"
"MEM0125",0,1966-01-01,1966-01-31,"Tadeusz Mazowiecki","Opposition"
"MEM0146",0,1966-01-01,1966-01-31,"Edmund Jan Osmańczych","Opposition"
"MEM0214",0,1966-01-01,1966-01-31,"Andrzej Wielowieyski","Opposition"
"MEM0179",78.5,1966-01-01,1966-01-31,"Adam Stanowski","Opposition"
"MEM0390",0,1966-01-01,1966-01-31,"Marek Bartosik","Government"
"MEM0391",9.98924731182796,1966-01-01,1966-01-31,"Klemens Białecki","Government"
"MEM0505",158.407132132132,1966-01-01,1966-01-31,"Kazimierz Buchała","Government"
"MEM0320",0,1966-01-01,1966-01-31,"Zygmunt Chodnicki","Government"
"MEM0506",0,1966-01-01,1966-01-31,"Piotr Chojnacki","Government"
"MEM0370",0,1966-01-01,1966-01-31,"Jan Ciesielski","Government"
"MEM0373",0,1966-01-01,1966-01-31,"Gerard Gabryś","Government"
"MEM0509",0,1966-01-01,1966-01-31,"Ryszard Grodzicki","Government"
"MEM0547",47.0984906444308,1966-01-01,1966-01-31,"Artur Howzan","Government"
"MEM0510",0,1966-01-01,1966-01-31,"Zenon Jankowski","Government"
"MEM0239",0,1966-01-01,1966-01-31,"Jan Janowski","Government"
"MEM0243",128.900920983778,1966-01-01,1966-01-31,"Bogdan Królewski","Government"
"MEM0305",130.104102013878,1966-01-01,1966-01-31,"Wincenty Lewandowski","Government"
"MEM0404",52.3492700156988,1966-01-01,1966-01-31,"Aleksander Łuczak","Government"
"MEM0555",77.6434662124499,1966-01-01,1966-01-31,"Ryszard Łukasiewicz","Government"
"MEM0269",60.0000000000005,1966-01-01,1966-01-31,"Stanisław Majewski","Government"
"MEM0405",171.494088104332,1966-01-01,1966-01-31,"Wit Majewski","Government"
"MEM0247",0,1966-01-01,1966-01-31,"Alfred Miodowicz","Government"
"MEM0380",0,1966-01-01,1966-01-31,"Rajmund Moric","Government"
"MEM0424",0,1966-01-01,1966-01-31,"Tadeusz Mrzygłód","Government"
"MEM0407",0,1966-01-01,1966-01-31,"Roman Ney","Government"
"MEM0459",0,1966-01-01,1966-01-31,"Janusz Opolski","Government"
"MEM0481",64.9385964912278,1966-01-01,1966-01-31,"Kazimierz Orzechowski","Government"
"MEM0513",0,1966-01-01,1966-01-31,"Lech Paprzycki","Government"
"MEM0557",134.148729370345,1966-01-01,1966-01-31,"Roman Pillardy","Government"
"MEM0281",0,1966-01-01,1966-01-31,"Włodzimierz Piotrowski","Government"
"MEM0347",0,1966-01-01,1966-01-31,"Leon Podkaminer","Government"
"MEM0383",272,1966-01-01,1966-01-31,"Edward Puszczewicz","Government"
"MEM0482",60,1966-01-01,1966-01-31,"Janusz Reykowski","Government"
"MEM0286",146.327111459969,1966-01-01,1966-01-31,"Wacław Rukat","Government"
"MEM0251",0,1966-01-01,1966-01-31,"Jan Rychlewski","Government"
"MEM0410",0,1966-01-01,1966-01-31,"Barbara Rychlik","Government"
"MEM0287",0,1966-01-01,1966-01-31,"Włodzimierz Ryms","Government"
"MEM0274",0,1966-01-01,1966-01-31,"Walerian Sanetra","Government"
"MEM0314",583.820752372404,1966-01-01,1966-01-31,"Ireniusz Sekuła","Government"
"MEM0449",0,1966-01-01,1966-01-31,"Stanisław śliwiński","Government"
"MEM0331",0,1966-01-01,1966-01-31,"Jerzy Szreter","Government"
"MEM0559",77.6434662124499,1966-01-01,1966-01-31,"Sławomir Tabkowski","Government"
"MEM0519",40.3999999999999,1966-01-01,1966-01-31,"Janusz Trzciński","Government"
"MEM0318",0,1966-01-01,1966-01-31,"Mieczysław Wilczek","Government"
"MEM0486",0,1966-01-01,1966-01-31,"Piotr Winczorek","Government"
"MEM0468",0,1966-01-01,1966-01-31,"Andrzej Wojtczak","Government"
"MEM0467",271.999999999999,1966-01-01,1966-01-31,"Jacek Żochowski","Government"
"MEM0367",0,1966-01-01,1966-01-31,"Waldemar Żukowski","Government"
"MEM0570",0,1966-01-01,1966-01-31,"Jan Rogala","Expert"
"MEM0436",0,1966-01-01,1966-01-31,"Józef Bąk","Government"
"MEM0297",156,1966-01-01,1966-01-31,"Władysław Baka","Government"
"MEM0544",155.999999999999,1966-01-01,1966-01-31,"Andrzej Bilik","Government"
"MEM0235",47.0984906444308,1966-01-01,1966-01-31,"Stanisław Ciosek","Government"
"MEM0507",8.34166666666667,1966-01-01,1966-01-31,"Andrzej Cubała","Government"
"MEM0472",0,1966-01-01,1966-01-31,"Kazimierz Cypryniak","Government"
"MEM0451",60,1966-01-01,1966-01-31,"Adam Czarnecki","Government"
"MEM0396",0,1966-01-01,1966-01-31,"Jerzy Filipiak","Government"
"MEM0438",0,1966-01-01,1966-01-31,"Karol Gawłowski","Government"
"MEM0236",0,1966-01-01,1966-01-31,"Aleksander Gieysztor","Government"
"MEM0399",0,1966-01-01,1966-01-31,"Zofia Grzebisz-Nowicka","Government"
"MEM0441",0,1966-01-01,1966-01-31,"Kazimierz Grzesiak","Government"
"MEM0372",0,1966-01-01,1966-01-31,"Marian Gustek","Government"
"MEM0238",9.98924731182796,1966-01-01,1966-01-31,"Marek Hołdakowski","Government"
"MEM0358",0,1966-01-01,1966-01-31,"Andrzej Hrynkiewicz","Government"
"MEM0548",47.0984906444308,1966-01-01,1966-01-31,"Bogdan Jachacz","Government"
"MEM0377",156,1966-01-01,1966-01-31,"Zbigniew Klonowski","Government"
"MEM0304",0,1966-01-01,1966-01-31,"Jan Kołodziejczak","Government"
"MEM0479",0,1966-01-01,1966-01-31,"Heironim Kubiak","Government"
"MEM0361",0,1966-01-01,1966-01-31,"Jerzy Kwiatkowski","Government"
"MEM0454",0,1966-01-01,1966-01-31,"Anna Kwietniewska","Government"
"MEM0534",60.0000000000001,1966-01-01,1966-01-31,"Janusz Łętowski","Government"
"MEM0363",0,1966-01-01,1966-01-31,"Michał Markowicz","Government"
"MEM0279",0,1966-01-01,1966-01-31,"Maria Matey-Tyrowicz","Government"
"MEM0523",98.7970938375344,1966-01-01,1966-01-31,"Józef Musioł","Government"
"MEM0381",0,1966-01-01,1966-01-31,"Andrzej Naczyński","Government"
"MEM0426",77.6434662124499,1966-01-01,1966-01-31,"Roman Nowicki","Government"
"MEM0309",99.8983382209191,1966-01-01,1966-01-31,"Józef Okuniewski","Government"
"MEM0311",0,1966-01-01,1966-01-31,"Kazimierz Olesiak","Government"
"MEM0307",0,1966-01-01,1966-01-31,"Jerzy Ozdowski","Government"
"MEM0348",0,1966-01-01,1966-01-31,"Jan Padlewski","Government"
"MEM0514",293.209871794872,1966-01-01,1966-01-31,"Stanisław Podemski","Government"
"MEM0445",0,1966-01-01,1966-01-31,"Henryk Przygodzki","Government"
"MEM0446",40.3999999999999,1966-01-01,1966-01-31,"Kazimierz Siarkewicz","Government"
"MEM0517",0,1966-01-01,1966-01-31,"Hipolit Starzak","Government"
"MEM0518",0,1966-01-01,1966-01-31,"Jerzy świątkiewicz","Government"
"MEM0501",68.9009209837785,1966-01-01,1966-01-31,"Roman Szarek","Government"
"MEM0315",64.5946725317692,1966-01-01,1966-01-31,"Karol Szwarc","Government"
"MEM0316",63.0442110270687,1966-01-01,1966-01-31,"Władysław Szymański","Government"
"MEM0483",0,1966-01-01,1966-01-31,"Karol Szyndzielorz","Government"
"MEM0462",781.316221289681,1966-01-01,1966-01-31,"Jan Waleczek","Government"
"MEM0529",0,1966-01-01,1966-01-31,"Alfred Wawrzyniak","Government"
"MEM0435",76.5647462061746,1966-01-01,1966-01-31,"Marian Wysocki","Government"
"MEM0256",56.8766720925303,1966-01-01,1966-01-31,"Jan Zaciura","Government"
"MEM0487",42.0624681690863,1966-01-01,1966-01-31,"Sylwester Zawadzki","Government"
"MEM0469",115.680701754386,1966-01-01,1966-01-31,"Jan Baszkiewicz","Government"
"MEM0508",0,1966-01-01,1966-01-31,"Lucjan Czubiński","Government"
"MEM0475",271.946768148608,1966-01-01,1966-01-31,"Andrzej Gdula","Government"
"MEM0300",0,1966-01-01,1966-01-31,"Jerzy Gruchalski","Government"
"MEM0478",0,1966-01-01,1966-01-31,"Jan Jachymek","Government"
"MEM0301",0,1966-01-01,1966-01-31,"Jan Kaczmarek","Government"
"MEM0336",0,1966-01-01,1966-01-31,"Władysław Kawecki","Government"
"MEM0378",0,1966-01-01,1966-01-31,"Wacław Kociela","Government"
"MEM0268",0,1966-01-01,1966-01-31,"Maciej Lubczyński","Government"
"MEM0248",0,1966-01-01,1966-01-31,"Kazimierz Morawski","Government"
"MEM0273",0,1966-01-01,1966-01-31,"Janusz Pawłowski","Government"
"MEM0312",133.164962656391,1966-01-01,1966-01-31,"Antoni Rajkiewicz","Government"
"MEM0254",0,1966-01-01,1966-01-31,"Romuald Sosnowski","Government"
"MEM0484",77.6434662124499,1966-01-01,1966-01-31,"Jerzy Uziebło","Government"
"MEM0485",349.915359420839,1966-01-01,1966-01-31,"Jerzy Wiatr","Government"
"MEM0416",56.8766720925303,1966-01-01,1966-01-31,"Marian Wojciechowski","Government"
"MEM0543",264.770202711246,1966-01-01,1966-01-31,"Julian Bartosz","Government"
"MEM0394",56.8766720925303,1966-01-01,1966-01-31,"Zbigniew Cierpka","Government"
"MEM0334",189.989247311828,1966-01-01,1966-01-31,"Leszek Gilejko","Government"
"MEM0322",0,1966-01-01,1966-01-31,"Krzysztof Gozdek","Government"
"MEM0291",0,1966-01-01,1966-01-31,"Zbigniew Jagodziński","Government"
"MEM0375",0,1966-01-01,1966-01-31,"Mieczysław Kaczmarczyk","Government"
"MEM0240",0,1966-01-01,1966-01-31,"Czesław Kiszczak","Government"
"MEM0403",176.666666666666,1966-01-01,1966-01-31,"Czesław Królikowski","Government"
"MEM0327",0,1966-01-01,1966-01-31,"Zdzisław Krużel","Government"
"MEM0554",21.0445887445888,1966-01-01,1966-01-31,"Włodzimierz Łoziński","Government"
"MEM0362",77.6434662124499,1966-01-01,1966-01-31,"Włodzimierz Lubański","Government"
"MEM0249",0,1966-01-01,1966-01-31,"Anna Przecławska","Government"
"MEM0415",0,1966-01-01,1966-01-31,"Janusz Syrokomski","Government"
"MEM0434",0,1966-01-01,1966-01-31,"Barbara Wolnicka-Szałek","Government"
